Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,Signal Open Price,Signal Type,Track Level/Price($),Price on Latest Trading day vs Track Level,"Reference Upmove or Downmove start Date/Price($), end Date/Price($)",Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),"Level, Trendpulse start Date/Price($)",Trendpulse Breakout Date/Price($),Earliest Unconfirmed Signal Date/Price($),Time from Latest Trading day to Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,TrendPulse Start/End (Date and Price($)),Divergence Start/End (Date and Price [$]),Divergence Duration (days) (Max/Min/Avg),"Sigmashell, Success Rate of Past Analysis [%]",Spread,"Divergence observed with, Signal Type","Divergence Start (Date, Price)"
FRACTAL TRACK,"META, Long, 2026-04-12 (Price: 629.86)",No Exit Yet,"-3.21%, 26 days","100.0%, Past 13 years, 9","Weekly, was CONFIRMED on 2026-04-12",Already confirmed,"2026-05-08 (Price: 609.63), 3.21% below",26 days,577.69,Upmove Bounce Back,38.2% (Price: 525.7329),15.96% above,"2022-11-06 (Price: 88.09), 2025-08-17 (Price: 796.25)",20.56%/15.24%/17.03%,"-0.0%, 73.01%",2.1 years/21 days/8.4 months,2029-04-11/2026-05-12/2027-04-12,15.17%,14.81%,0.36%,1.67,0.69,744.9354/737.1252/1054.76/742.455/842.484/1305.5879/675.87,525.72/276.89/556.264/No stop loss/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"BRK-B, Long, 2026-04-12 (Price: 479.9)",No Exit Yet,"-0.83%, 26 days","95.65%, Past 20 years, 23","Weekly, was CONFIRMED on 2026-04-12",Already confirmed,"2026-05-08 (Price: 475.94), 0.83% below",26 days,475.66,Upmove Bounce Back,61.8% (Price: 478.7441),0.59% below,"2025-08-10 (Price: 455.19), 2025-11-30 (Price: 516.85)",19.45%/0.58%/14.32%,"0.28%, 26.48%",2.7 years/2.3 months/8.9 months,2030-02-17/2026-07-20/2027-05-03,11.09%,7.45%,3.64%,1.52,0.41,518.6279/548.6217/516.9/512.2133/630.85/709.9376/489.76,468.49/268.082/449.7662/405.99/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"FXI, Long, 2026-04-12 (Price: 36.25)",No Exit Yet,"2.73%, 26 days","94.44%, Past 20 years, 18","Weekly, was CONFIRMED on 2026-04-12",Already confirmed,"2026-05-08 (Price: 37.24), 2.73% above",26 days,35.34,Upmove Bounce Back,38.2% (Price: 33.9245),9.77% above,"2024-01-28 (Price: 20.86), 2025-10-05 (Price: 42.0)",20.93%/0.55%/14.97%,"1.3%, 33.51%",4.3 years/2.3 months/1.8 year,2032-06-01/2026-07-20/2028-11-05,9.45%,1.08%,8.37%,0.97,0.04,37.5622/41.6766/48.93/42.105/90.5742/95.3274/38.63,34.85/20.865/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"MA, Long, 2026-04-12 (Price: 498.66)",No Exit Yet,"-0.64%, 26 days","90.48%, Past 19 years, 21","Weekly, was CONFIRMED on 2026-04-12",Already confirmed,"2026-05-08 (Price: 495.48), 0.64% below",26 days,493.75,Upmove Bounce Back,23.66% (Price: 475.6409),4.17% above,"2014-04-13 (Price: 68.68), 2025-08-24 (Price: 601.77)",20.8%/7.86%/16.28%,"10.74%, 25.66%",1.6 year/1.4 month/6.4 months,2028-07-24/2026-06-11/2027-01-15,12.76%,17.91%,-5.15%,1.22,0.92,535.3614/579.8418/818.51/592.095/716.5814/751.3605/546.81,484.24/305.0867/442.8637/361.9068/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"SONY, Long, 2026-04-12 (Price: 21.05)",No Exit Yet,"-4.28%, 26 days","100.0%, Past 20 years, 19","Weekly, was CONFIRMED on 2026-04-12",Already confirmed,"2026-05-08 (Price: 20.15), 4.28% below",26 days,20.65,Upmove Bounce Back,38.2% (Price: 19.4813),3.43% above,"2012-12-09 (Price: 1.914), 2025-11-16 (Price: 30.34)",22.46%/3.67%/15.59%,"-0.0%, 40.58%",3.1 years/14 days/7.9 months,2030-09-14/2026-05-02/2027-03-21,12.2%,2.66%,9.54%,1.52,0.15,22.1467/24.3317/38.11/26.85/33.2191/35.3948/25.24,19.91/14.992/16.3295/14.1868/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"DOL.TO, Long, 2026-04-12 (Price: 176.82)",No Exit Yet,"-1.69%, 26 days","100.0%, Past 16 years, 5","Weekly, was CONFIRMED on 2026-04-12",Already confirmed,"2026-05-08 (Price: 173.83), 1.69% below",26 days,172.35,Upmove Bounce Back,23.66% (Price: 168.4935),3.17% above,"2020-03-22 (Price: 34.7), 2025-12-14 (Price: 209.96)",23.76%/3.36%/13.51%,"-0.0%, 37.85%",2.6 years/1.9 month/1 year,2029-12-27/2026-07-03/2027-09-15,7.19%,18.23%,-11.04%,0.87,1.15,188.2603/200.7084/281.98/199.54/294.0831/455.769/188.63,166.76/53.2967/132.3972/94.2286/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"EFN.TO, Long, 2026-04-12 (Price: 32.09)",No Exit Yet,"-12.75%, 26 days","90.0%, Past 20 years, 10","Weekly, was CONFIRMED on 2026-04-12",Already confirmed,"2026-05-08 (Price: 28.0), 12.75% below",26 days,30.62,Upmove Bounce Back,23.66% (Price: 29.9672),6.56% below,"2018-03-18 (Price: 3.21), 2025-11-02 (Price: 38.26)",27.12%/15.11%/17.81%,"4.16%, 79.1%",4.3 years/2.6 months/1 year,2032-06-01/2026-08-02/2027-09-15,7.3%,9.59%,-2.29%,0.41,0.48,35.7836/37.8052/53.12/34.925/45.1741/70.5281/34.97,30.11/12.67/29.5041/No stop loss/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"XLU, Long, 2026-04-05 (Price: 46.34)",No Exit Yet,"-3.5%, 1.1 month","100.0%, Past 20 years, 21","Weekly, was CONFIRMED on 2026-04-05",Already confirmed,"2026-05-08 (Price: 44.72), 3.5% below",1.1 month,46.17,Upmove Bounce Back,23.66% (Price: 44.8922),0.38% below,"2025-04-13 (Price: 35.51), 2026-03-01 (Price: 47.8)",18.94%/4.73%/14.27%,"0%, 42.71%",6.5 years/4.2 months/1.3 year,2035-07-16/2026-10-04/2028-02-11,10.6%,3.87%,6.73%,1.88,0.16,47.7163/52.9527/53.71/No Horizontal Resistance/49.4858/65.2454/No EMA 200 Target,42.51/29.8725/43.7042/35.4254/No F-Track Level/No F-Track Level/44.31,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"SJ.TO, Long, 2026-04-05 (Price: 93.2)",No Exit Yet,"-23.52%, 1.1 month","100.0%, Past 20 years, 14","Weekly, was CONFIRMED on 2026-04-05",Already confirmed,"2026-05-08 (Price: 71.28), 23.52% below",1.1 month,94.19,Upmove Bounce Back,38.2% (Price: 86.3929),17.49% below,"2025-04-13 (Price: 62.26), 2026-02-15 (Price: 101.31)",21.37%/1.1%/14.81%,"-0.0%, 49.7%",7.2 years/1.2 month/1.4 year,2036-07-15/2026-05-27/2028-04-02,8.83%,9.74%,-0.91%,0.97,0.5,105.8938/107.0029/116.63/No Horizontal Resistance/95.0177/123.2166/No EMA 200 Target,88.63/38.015/87.8633/66.807/No F-Track Level/No F-Track Level/85.24,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"JPM, Long, 2026-03-29 (Price: 282.84)",No Exit Yet,"6.81%, 1.3 month","94.12%, Past 20 years, 17","Weekly, was CONFIRMED on 2026-03-29",Already confirmed,"2026-05-08 (Price: 302.1), 6.81% above",1.3 month,294.31,Upmove Bounce Back,23.66% (Price: 281.4195),7.35% above,"2022-10-16 (Price: 101.28), 2026-01-11 (Price: 337.25)",22.26%/15.01%/16.94%,"6.94%, 37.49%",2.2 years/7 days/9.3 months,2029-05-19/2026-04-08/2027-05-07,13.23%,7.03%,6.2%,1.72,0.36,313.7261/330.7531/424.42/No Horizontal Resistance/328.9175/381.492/305.26,210.28/125.7575/275.691/208.1524/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"NFLX, Long, 2026-03-15 (Price: 95.31)",No Exit Yet,"-8.2%, 1.8 month","100.0%, Past 20 years, 12","Weekly, was CONFIRMED on 2026-03-15",Already confirmed,"2026-05-08 (Price: 87.49), 8.2% below",1.8 month,97.7,Upmove Bounce Back,50% (Price: 75.193),16.35% above,"2022-05-15 (Price: 16.271), 2025-07-06 (Price: 134.115)",29.59%/15.11%/21.13%,"-0.0%, 70.87%",2.7 years/21 days/10 months,2030-01-20/2026-04-14/2027-05-23,16.94%,20.5%,-3.56%,1.94,0.85,116.9454/115.449/166.02/No Horizontal Resistance/139.352/152.4292/103.34,76.87/34.8663/86.4764/77.567/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"TWR.NZ, Long, 2026-03-08 (Price: 1.835)",2026-05-08 (Price: 2.12),"15.53%, 2 months","90.0%, Past 20 years, 10","Weekly, was CONFIRMED on 2026-03-08",Already confirmed,"2026-05-08 (Price: 2.12), 15.53% above",2 months,1.855,Upmove Bounce Back,23.66% (Price: 1.7809),19.04% above,"2023-05-14 (Price: 0.6222), 2026-01-18 (Price: 2.14)",18.37%/16.07%/17.2%,"2.24%, 69.4%",3.7 years/2.6 months/2.3 years,2031-06-19/2026-06-28/2029-06-17,3.92%,-1.33%,5.25%,0.1,-0.06,2.0431/2.1506/2.75/No Horizontal Resistance/7.3695/7.9211/1.86,1.35/0.6472/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"RELIANCE.NS, Long, 2026-02-22 (Price: 1419.4)",No Exit Yet,"1.11%, 2.5 months","91.3%, Past 20 years, 23","Weekly, was CONFIRMED on 2026-02-22",Already confirmed,"2026-05-08 (Price: 1435.2), 1.11% above",2.5 months,1420.1,Upmove Bounce Back,23.66% (Price: 1325.1633),8.3% above,"2020-03-29 (Price: 400.3177), 2026-01-11 (Price: 1611.8)",23.63%/4.72%/16.53%,"1.69%, 20.86%",2.6 years/14 days/6.7 months,2029-11-08/2026-03-14/2026-12-10,15.03%,9.05%,5.98%,1.32,0.46,1515.9192/1654.0268/2146.29/1610.3/1879.7264/2065.5547/1434.58,1386.1/1006.0696/1375.0525/1288.3015/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"SONY, Long, 2026-02-22 (Price: 21.93)",No Exit Yet,"-8.12%, 2.5 months","100.0%, Past 20 years, 19","Weekly, was CONFIRMED on 2026-02-22",Already confirmed,"2026-05-08 (Price: 20.15), 8.12% below",2.5 months,22.71,Upmove Bounce Back,61.8% (Price: 20.8735),3.47% below,"2024-05-12 (Price: 15.022), 2025-11-16 (Price: 30.34)",22.46%/3.67%/15.59%,"-0.0%, 40.58%",3.1 years/14 days/7.9 months,2030-07-27/2026-03-14/2027-01-31,12.2%,2.66%,9.54%,1.52,0.15,23.0726/25.3489/31.12/26.85/33.2191/35.3948/25.24,21.82/14.992/16.3295/14.1868/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"EFN.TO, Long, 2026-02-08 (Price: 35.44)",No Exit Yet,"-20.99%, 3 months","90.0%, Past 20 years, 10","Weekly, was CONFIRMED on 2026-02-08",Already confirmed,"2026-05-08 (Price: 28.0), 20.99% below",3 months,34.42,Upmove Bounce Back,38.2% (Price: 33.1947),15.65% below,"2025-02-09 (Price: 25.0), 2025-11-02 (Price: 38.26)",27.12%/15.11%/17.81%,"4.16%, 79.1%",4.3 years/2.6 months/1 year,2032-03-30/2026-05-31/2027-07-14,7.3%,9.59%,-2.29%,0.41,0.48,39.5191/41.7519/43.4/No Horizontal Resistance/45.1741/70.5281/No EMA 200 Target,34.35/12.67/29.5041/No stop loss/No F-Track Level/No F-Track Level/34.97,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"BABA, Long, 2026-01-25 (Price: 173.23)",No Exit Yet,"-19.15%, 3.4 months","100.0%, Past 11 years, 9","Weekly, was CONFIRMED on 2026-01-25",Already confirmed,"2026-05-08 (Price: 140.06), 19.15% below",3.4 months,161.83,Upmove Bounce Back,38.2% (Price: 144.5227),3.09% below,"2024-01-28 (Price: 66.63), 2025-10-05 (Price: 192.67)",32.92%/16.45%/22.55%,"-0.0%, 31.31%",1.2 year/1.6 month/5.5 months,2027-10-12/2026-04-04/2026-09-20,16.77%,2.08%,14.69%,1.15,0.18,189.7042/212.2934/248.85/No Horizontal Resistance/399.1612/524.2534/No EMA 200 Target,149.79/67.495/144.416/No stop loss/No F-Track Level/No F-Track Level/148.68,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
