Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"AMZN, Long, 2026-04-17 (Price: 250.56)",No Exit Yet,"0.0%, 0 days","95.65%, Past 10 years, 23","Weekly, is CONFIRMED on 2026-04-17",Already confirmed,"2026-04-17 (Price: 250.56), 0.0% below",0 days,237.45,No Information,No Information,No Information,No Information,No Information,0.0% below/0.0% below/0.0% below,22.98%/2.35%/9.74%,"21.5%, 54.83%",1.1 year/28 days/4 months,2027-11-11/2026-05-27/2026-10-07,9.44%,15.89%,-6.45%,0.0,0.81,271.4567/274.9645/255.38/No Horizontal Resistance/257.1563/274.1043/No EMA 200 Target,198.79/86.995/243.942/230.14/216.6816/190.9211/225.58,91.3%/161/4.7 months (Across ALL Assets),74.55%/389/4 months (Across ALL Assets)
FRACTAL TRACK,"^NSEI, Long, 2026-04-17 (Price: 24353.5508)",No Exit Yet,"0.0%, 0 days","95.24%, Past 18 years, 21","Weekly, is CONFIRMED on 2026-04-17",Already confirmed,"2026-04-17 (Price: 24353.5508), 0.0% below",0 days,23589.5996,No Information,No Information,No Information,"38.2% (Price: 22727.0667), 7.16% above, Upmove Bounce Back","2023-03-26 (Price: 16828.3496), 2026-01-11 (Price: 26373.1992)",No Information,17.13%/0.05%/13.99%,"9.61%, 34.56%",2.6 years/28 days/1.1 year,2030-01-01/2026-05-27/2027-11-11,9.57%,6.04%,3.53%,0.0,0.32,26389.5076/27760.6126/30080.46/26106.6328/31657.0022/45908.3871/25163.49,22713.1/16662.0827/22849.1349/17405.6173/23725.6928/22098.6961/No EMA 200 Stop Loss,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets)
FRACTAL TRACK,"DIA, Long, 2026-04-17 (Price: 494.22)",No Exit Yet,"0.0%, 0 days","94.44%, Past 20 years, 18","Weekly, is CONFIRMED on 2026-04-17",Already confirmed,"2026-04-17 (Price: 494.22), 0.0% below",0 days,476.1,No Information,No Information,No Information,"38.2% (Price: 452.2096), 9.29% above, Upmove Bounce Back","2025-04-13 (Price: 366.32), 2026-02-15 (Price: 505.3)",No Information,16.79%/0.88%/14.81%,"1.69%, 17.57%",2.3 years/4 months/1 year,2029-07-27/2026-10-07/2027-09-20,11.06%,5.14%,5.92%,0.0,0.26,539.6388/567.414/577.61/No Horizontal Resistance/538.1343/826.9871/No EMA 200 Target,451.39/321.6725/359.6128/249.2814/472.4173/452.2096/469.81,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets)
FRACTAL TRACK,"AIA.NZ, Long, 2026-04-17 (Price: 8.18)",No Exit Yet,"0.0%, 0 days","93.33%, Past 20 years, 15","Weekly, is CONFIRMED on 2026-04-17",Already confirmed,"2026-04-17 (Price: 8.18), 0.0% below",0 days,8.25,No Information,No Information,No Information,"78.6% (Price: 7.7534), 5.5% above, Upmove Bounce Back","2025-07-20 (Price: 7.365), 2026-03-01 (Price: 9.18)",No Information,20.53%/2.63%/14.41%,"4.23%, 18.81%",2.3 years/2.1 months/1.1 year,2029-07-27/2026-07-17/2027-11-11,8.96%,4.53%,4.43%,0.0,0.21,8.5784/9.3587/9.27/8.953/10.766/12.7253/No EMA 200 Target,7.97/7.0/7.3669/6.5752/No stop loss/8.125/8.05,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets)
FRACTAL TRACK,"XLY, Long, 2026-04-17 (Price: 120.41)",No Exit Yet,"0.0%, 0 days","92.31%, Past 20 years, 13","Weekly, is CONFIRMED on 2026-04-17",Already confirmed,"2026-04-17 (Price: 120.41), 0.0% below",0 days,112.34,No Information,No Information,No Information,"50% (Price: 105.78), 13.83% above, Upmove Bounce Back","2025-04-13 (Price: 86.55), 2026-01-18 (Price: 125.01)",No Information,19.19%/0.05%/14.7%,"14.45%, 30.27%",2.8 years/7 days/9.4 months,2030-04-14/2026-04-27/2027-05-30,9.84%,6.76%,3.08%,0.0,0.36,132.0296/138.1103/143.49/122.0862/125.4815/149.5056/No EMA 200 Target,105.68/66.775/97.0194/64.5812/110.3384/101.3222/116.45,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets)
TRENDPULSE,"VGT, Long, 2026-04-17 (Price: 805.58)",No Exit Yet,"0.0%, 0 days","92.0%, Past 4 years, 25","Daily, is CONFIRMED on 2026-04-17",Already confirmed,"2026-04-17 (Price: 805.58), 0.0% below",0 days,802.15,No Information,No Information,No Information,No Information,No Information,2.75% above/0.0% below/0.0% below,6.35%/1.81%/3.94%,"14.74%, 20.19%",1.2 month/7 days/14 days,2026-06-08/2026-04-27/2026-05-07,12.28%,14.85%,-2.57%,0.0,0.85,840.7838/837.3199/825.98/No Horizontal Resistance/884.0923/1003.1001/No EMA 200 Target,668.7/311.83/671.1312/639.8848/723.1521/671.317/733.24,92.31%/325/1.3 month (Across ALL Assets),77.68%/775/1.6 month (Across ALL Assets)
DELTADRIFT,"NKE, Long, 2026-04-17 (Price: 46.03)",No Exit Yet,"0.0%, 0 days","85.71%, Past 15 years, 7","Weekly, is CONFIRMED on 2026-04-17",Already confirmed,"2026-04-17 (Price: 46.03), 0.0% below",0 days,42.23,No Information,No Information,No Information,No Information,No Information,No Information,14.71%/4.95%/8.77%,"21.25%, 31.28%",7.7 months/21 days/2.1 months,2027-03-17/2026-05-17/2026-07-17,6.43%,3.9%,2.53%,0.66,0.19,51.5444/50.0668/50.81/176.74/171.1647/206.9588/65.48,42.62/No Horizontal Support/37.5153/33.4875/No stop loss/No stop loss/No EMA 200 Stop Loss,78.57%/14/2.7 months (Across ALL Assets),78.95%/133/2 months (Across ALL Assets)
FRACTAL TRACK,"BDL.NS, Long, 2026-04-17 (Price: 1380.7)",No Exit Yet,"0.0%, 0 days","83.33%, Past 8 years, 6","Weekly, is CONFIRMED on 2026-04-17",Already confirmed,"2026-04-17 (Price: 1380.7), 0.0% below",0 days,1316.0,No Information,No Information,No Information,"61.8% (Price: 1079.0012), 27.96% above, Upmove Bounce Back","2023-10-29 (Price: 450.0), 2025-06-01 (Price: 2096.6001)",No Information,25.67%/16.13%/20.09%,"7.93%, 41.95%",5.8 months/1.6 month/3.9 months,2026-12-25/2026-06-25/2026-10-03,11.42%,17.32%,-5.9%,0.52,0.75,1583.3868/1658.0826/2368.66/1627.1/2336.9032/2616.0038/1488.99,1136.9/184.5375/1355.4768/1101.1152/1323.4512/1084.6251/No EMA 200 Stop Loss,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets)
DELTADRIFT,"BYD.TO, Long, 2026-04-17 (Price: 167.85)",No Exit Yet,"0.0%, 0 days","83.33%, Past 15 years, 6","Weekly, is CONFIRMED on 2026-04-17",Already confirmed,"2026-04-17 (Price: 167.85), 0.0% below",0 days,161.85,No Information,No Information,No Information,No Information,No Information,No Information,17.64%/5.39%/10.47%,"23.95%, 24.98%",5.4 months/14 days/3.1 months,2026-12-07/2026-05-07/2026-08-29,5.47%,14.52%,-9.05%,-0.18,0.76,170.6699/185.4239/178.05/254.5175/325.4281/346.2134/216.88,162.27/No Horizontal Support/147.1212/134.6706/161.8358/141.1088/No EMA 200 Stop Loss,78.57%/14/2.7 months (Across ALL Assets),78.95%/133/2 months (Across ALL Assets)
DELTADRIFT,"TRI.TO, Long, 2026-04-17 (Price: 127.45)",No Exit Yet,"0.0%, 0 days","83.33%, Past 15 years, 6","Weekly, is CONFIRMED on 2026-04-17",Already confirmed,"2026-04-17 (Price: 127.45), 0.0% below",0 days,115.52,No Information,No Information,No Information,No Information,No Information,No Information,15.31%/4.48%/8.0%,"20.63%, 20.63%",1.4 year/7 days/4.5 months,2028-04-14/2026-04-27/2026-10-29,4.42%,5.06%,-0.64%,0.21,0.25,129.2088/137.646/133.43/240.8933/303.5675/326.8654/193.79,113.99/No Horizontal Support/No F-Stack Support/No F-Stack Support/No stop loss/No stop loss/No EMA 200 Stop Loss,78.57%/14/2.7 months (Across ALL Assets),78.95%/133/2 months (Across ALL Assets)
BASELINEDIVERGENCE,"^GSPC, Long, 2026-04-17 (Price: 7126.0601)",No Exit Yet,"0.0%, 0 days","83.33%, Past 10 years, 84","Weekly, is CONFIRMED on 2026-04-17",Already confirmed,"2026-04-17 (Price: 7126.0601), 0.0% below",0 days,6806.4702,No Information,"^DJI, Local Extrema Case",No Information,No Information,No Information,No Information,21.88%/0.33%/6.65%,"14.2%, 31.81%",9.8 months/2.1 months/4.2 months,2027-06-16/2026-07-17/2026-10-16,14.9%,8.54%,6.36%,0.0,0.56,7717.5231/7599.9431/7259.3705/No Horizontal Resistance/7259.3705/8120.6965/No EMA 200 Target,6368.85/4128.7074/6878.3796/6483.7743/No F-Track Level/No F-Track Level/6683.79,74.36%/39/3.3 months (Across ALL Assets),64.9%/396/3.4 months (Across ALL Assets)
FRACTAL TRACK,"GILD, Long, 2026-04-17 (Price: 137.64)",No Exit Yet,"0.0%, 0 days","77.78%, Past 20 years, 9","Weekly, is CONFIRMED on 2026-04-17",Already confirmed,"2026-04-17 (Price: 137.64), 0.0% below",0 days,137.99,No Information,No Information,No Information,"23.66% (Price: 134.7609), 2.14% above, Upmove Bounce Back","2024-06-02 (Price: 62.07), 2026-02-15 (Price: 157.29)",No Information,18.17%/15.12%/16.36%,"14.97%, 50.63%",9.3 years/1.9 month/3.1 years,2039-07-27/2026-07-08/2030-09-19,2.03%,8.04%,-6.01%,0.0,0.42,No Target/160.1579/194.77/No Horizontal Resistance/154.7608/163.0355/No EMA 200 Target,134.25/57.18/121.083/104.5806/134.7609/120.916/125.8,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets)
TRENDPULSE,"ASHR, Long, 2026-04-17 (Price: 34.78)",No Exit Yet,"0.0%, 0 days","75.0%, Past 10 years, 24","Weekly, is CONFIRMED on 2026-04-17",Already confirmed,"2026-04-17 (Price: 34.78), 0.0% below",0 days,33.85,No Information,No Information,No Information,No Information,No Information,2.87% above/0.0% below/0.0% below,24.71%/0.16%/9.63%,"38.84%, 52.68%",10.3 months/28 days/4.4 months,2027-07-08/2026-05-27/2026-10-25,1.0%,1.58%,-0.58%,0.0,0.05,37.072/38.1293/38.25/39.9467/60.1592/68.9354/No EMA 200 Target,32.0/23.68/No F-Stack Support/No F-Stack Support/No stop loss/No stop loss/32.22,91.3%/161/4.7 months (Across ALL Assets),74.55%/389/4 months (Across ALL Assets)
