Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"XLV, Long, 2026-05-13 (Price: 146.71)",No Exit Yet,"-0.05%, 1 day","77.78%, Past 4 years, 27","Daily, is CONFIRMED on 2026-05-13",Already confirmed,"2026-05-14 (Price: 146.63), 0.05% below",1 day,145.32,No Information,No Information,No Information,No Information,No Information,0.53% above/0.05% below/0.05% below,3.22%/0.29%/1.65%,"7.54%, 13.97%",4.2 months/6 days/1.2 month,2026-11-11/2026-05-21/2026-07-04,5.53%,4.58%,0.95%,-0.12,0.22,150.3924/149.1307/154.03/159.855/174.1807/202.706/147.4,143.04/122.2417/117.2225/81.225/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"MCY.NZ, Long, 2026-05-13 (Price: 7.1)",No Exit Yet,"-0.99%, 1 day","92.68%, Past 4 years, 41","Daily, is CONFIRMED on 2026-05-13",Already confirmed,"2026-05-14 (Price: 7.03), 0.99% below",1 day,6.93,No Information,No Information,No Information,No Information,No Information,1.88% above/0.99% below/0.99% below,7.72%/1.3%/3.76%,"5.1%, 16.49%",4.9 months/4 days/1.2 month,2026-12-11/2026-05-18/2026-07-04,16.69%,4.55%,12.14%,0.91,0.23,7.2995/7.367/8.15/7.2/7.7971/8.9053/No EMA 200 Target,6.45/5.13/6.8904/5.8309/No F-Track Level/No F-Track Level/6.48,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"CNQ.TO, Long, 2026-05-13 (Price: 64.69)",No Exit Yet,"0.94%, 1 day","82.61%, Past 4 years, 23","Daily, is CONFIRMED on 2026-05-13",Already confirmed,"2026-05-14 (Price: 65.3), 0.94% above",1 day,64.27,No Information,No Information,No Information,No Information,No Information,1.6% above/0.94% above/0.94% above,11.4%/0.32%/4.06%,"11.63%, 29.81%",1.5 month/4 days/13 days,2026-07-17/2026-05-18/2026-05-31,17.27%,23.61%,-6.34%,0.18,1.16,69.1601/67.3164/68.14/No Horizontal Resistance/68.6522/72.1856/No EMA 200 Target,60.89/34.9317/48.4386/46.0303/No F-Track Level/No F-Track Level/50.9,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
OSCILLATOR DELTA,"IHI, Long, 2026-05-13 (Price: 48.51)",No Exit Yet,"0.52%, 1 day","94.44%, Past 6 years, 18","Daily, is Confirmed on 2026-05-13",No Cancellation Possible,"2026-05-14 (Price: 48.76), 0.52% above",1 day,48.29,No Information,No Information,No Information,No Information,No Information,No Information,4.11%/0.05%/1.47%,"10.0%, 10.0%",4.9 months/3 days/22 days,2026-12-11/2026-05-17/2026-06-13,5.78%,1.49%,4.29%,0.18,-0.03,48.9805/49.2231/50.94/65.682/68.9264/76.3906/59.16,No Recent Minima/46.725/46.1919/36.8936/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,90.26%/154/25 days (Across ALL Assets),79.53%/513/25 days (Across ALL Assets)
OSCILLATOR DELTA,"XLV, Long, 2026-05-13 (Price: 146.71)",No Exit Yet,"-0.05%, 1 day","100.0%, Past 6 years, 9","Daily, is Confirmed on 2026-05-13",No Cancellation Possible,"2026-05-14 (Price: 146.63), 0.05% below",1 day,145.32,No Information,No Information,No Information,No Information,No Information,No Information,5.19%/0.42%/1.79%,"0.0%, 9.26%",4 months/4 days/29 days,2026-11-02/2026-05-18/2026-06-24,6.32%,4.58%,1.74%,0.95,0.22,152.6664/149.3361/154.05/159.855/174.1807/202.706/147.46,No Recent Minima/122.2417/117.2225/81.225/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,90.26%/154/25 days (Across ALL Assets),79.53%/513/25 days (Across ALL Assets)
DELTADRIFT,"ATM.NZ, Long, 2026-05-13 (Price: 7.77)",No Exit Yet,"-3.73%, 1 day","76.92%, Past 4 years, 13","Daily, was CONFIRMED on 2026-05-13",Already confirmed,"2026-05-14 (Price: 7.48), 3.73% below",1 day,7.63,No Information,No Information,No Information,No Information,No Information,No Information,8.79%/3.28%/5.69%,"14.37%, 14.37%",2.5 months/2 days/19 days,2026-08-29/2026-05-15/2026-06-09,6.2%,0.65%,5.55%,0.16,0.11,8.2649/8.2121/8.24/10.965/21.86/25.8879/10.2,7.7/5.292/6.1571/5.7659/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,79.59%/196/16 days (Across ALL Assets),75.96%/570/16 days (Across ALL Assets)
TRENDPULSE,"BTI, Long, 2026-05-12 (Price: 63.64)",No Exit Yet,"4.81%, 2 days","100.0%, Past 4 years, 15","Daily, is CONFIRMED on 2026-05-12",Already confirmed,"2026-05-14 (Price: 66.7), 4.81% above",2 days,61.91,No Information,No Information,No Information,No Information,No Information,14.45% above/4.81% above/4.81% above,9.02%/0.81%/3.13%,"-0.0%, 8.72%",3.2 months/4 days/22 days,2026-09-28/2026-05-17/2026-06-12,12.9%,5.67%,7.23%,1.15,0.29,68.4703/65.6319/64.01/No Horizontal Resistance/82.226/92.0468/No EMA 200 Target,54.83/28.5067/52.4418/49.3734/No F-Track Level/No F-Track Level/56.78,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"DBC, Long, 2026-05-12 (Price: 31.69)",No Exit Yet,"-1.7%, 2 days","80.0%, Past 4 years, 20","Daily, is CONFIRMED on 2026-05-12",Already confirmed,"2026-05-14 (Price: 31.15), 1.7% below",2 days,31.48,No Information,No Information,No Information,No Information,No Information,0.29% above/1.7% below/1.7% below,5.33%/0.43%/2.39%,"7.94%, 13.15%",3.3 months/6 days/24 days,2026-10-02/2026-05-20/2026-06-15,5.63%,12.89%,-7.26%,0.06,0.88,33.2016/32.4474/41.73/No Horizontal Resistance/60.6441/65.878/No EMA 200 Target,28.29/19.55/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/24.44,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"BIPC.TO, Long, 2026-05-12 (Price: 55.53)",No Exit Yet,"-0.49%, 2 days","84.62%, Past 4 years, 13","Daily, is CONFIRMED on 2026-05-12",Already confirmed,"2026-05-14 (Price: 55.26), 0.49% below",2 days,53.86,No Information,No Information,No Information,No Information,No Information,2.18% above/0.49% below/0.49% below,12.79%/1.44%/3.91%,"24.4%, 42.49%",2.6 months/10 days/1.1 month,2026-09-01/2026-05-26/2026-06-28,5.48%,3.48%,2.0%,0.04,0.17,59.6503/57.7012/64.24/67.0517/No Next Fib Ext/No Next Fib Ext/60.13,48.53/44.9667/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
DELTADRIFT,"IHI, Long, 2026-05-12 (Price: 48.7)",No Exit Yet,"0.12%, 2 days","78.95%, Past 4 years, 19","Daily, was CONFIRMED on 2026-05-12",Already confirmed,"2026-05-14 (Price: 48.76), 0.12% above",2 days,47.975,No Information,No Information,No Information,No Information,No Information,No Information,5.45%/1.63%/2.73%,"9.31%, 10.0%",28 days/1 day/8 days,2026-06-21/2026-05-13/2026-05-23,6.66%,-2.11%,8.77%,0.2,-0.31,51.4662/50.0295/50.75/65.682/68.9264/76.3906/59.16,47.55/46.725/46.1919/36.8936/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,79.59%/196/16 days (Across ALL Assets),75.96%/570/16 days (Across ALL Assets)
DELTADRIFT,"MCD, Long, 2026-05-12 (Price: 274.84)",No Exit Yet,"0.05%, 2 days","70.59%, Past 4 years, 17","Daily, was CONFIRMED on 2026-05-12",Already confirmed,"2026-05-14 (Price: 274.97), 0.05% above",2 days,278.2,No Information,No Information,No Information,No Information,No Information,No Information,4.76%/1.35%/2.71%,"6.54%, 6.94%",13 days/1 day/7 days,2026-05-30/2026-05-13/2026-05-22,3.8%,2.75%,1.05%,0.03,0.06,292.4298/282.2882/287.36/321.444/370.0426/590.3302/308.63,274.6/230.37/254.2758/233.8976/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,79.59%/196/16 days (Across ALL Assets),75.96%/570/16 days (Across ALL Assets)
DELTADRIFT,"SJ.TO, Long, 2026-05-12 (Price: 74.24)",No Exit Yet,"-0.92%, 2 days","75.0%, Past 4 years, 8","Daily, was CONFIRMED on 2026-05-12",Already confirmed,"2026-05-14 (Price: 73.56), 0.92% below",2 days,72.2,No Information,No Information,No Information,No Information,No Information,No Information,4.21%/1.58%/2.82%,"16.04%, 17.5%",23 days/1 day/6 days,2026-06-14/2026-05-13/2026-05-20,1.72%,7.05%,-5.33%,-0.14,0.37,78.1153/76.3336/77.22/84.3925/95.0177/123.2166/85.1,71.28/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,79.59%/196/16 days (Across ALL Assets),75.96%/570/16 days (Across ALL Assets)
TRENDPULSE,"BRK-B, Long, 2026-05-11 (Price: 479.55)",No Exit Yet,"0.94%, 3 days","100.0%, Past 4 years, 20","Daily, is CONFIRMED on 2026-05-11",Already confirmed,"2026-05-14 (Price: 484.06), 0.94% above",3 days,476.4,No Information,No Information,No Information,No Information,No Information,1.71% above/0.94% above/0.94% above,5.02%/0.7%/2.78%,"-0.0%, 7.4%",2.1 months/6 days/15 days,2026-08-10/2026-05-19/2026-06-01,13.57%,12.19%,1.38%,1.66,0.86,506.6925/492.8815/499.1/512.2133/630.85/709.9376/489.76,465.52/268.082/449.7662/405.99/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"CSCO, Long, 2026-05-11 (Price: 98.72)",No Exit Yet,"17.03%, 3 days","100.0%, Past 4 years, 18","Daily, is CONFIRMED on 2026-05-11",Already confirmed,"2026-05-14 (Price: 115.53), 17.03% above",3 days,96.35,No Information,No Information,No Information,No Information,No Information,19.63% above/17.03% above/17.03% above,8.16%/1.03%/3.39%,"-0.0%, 27.08%",1.6 month/6 days/15 days,2026-07-19/2026-05-19/2026-06-01,10.38%,10.07%,0.31%,1.32,0.57,103.4586/102.0666/128.23/No Horizontal Resistance/109.6316/119.2504/No EMA 200 Target,77.04/40.92/78.7458/68.2017/No F-Track Level/No F-Track Level/75.84,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"CNU.NZ, Long, 2026-05-11 (Price: 10.25)",No Exit Yet,"-2.44%, 3 days","75.0%, Past 4 years, 24","Daily, is CONFIRMED on 2026-05-11",Already confirmed,"2026-05-14 (Price: 10.0), 2.44% below",3 days,10.09,No Information,No Information,No Information,No Information,No Information,2.44% below/2.44% below/2.44% below,6.8%/0.41%/2.7%,"11.84%, 19.63%",3.4 months/7 days/1.3 month,2026-10-05/2026-05-21/2026-07-06,1.27%,3.95%,-2.68%,-0.12,0.17,10.6313/10.5267/12.4/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,9.34/6.1325/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/9.4,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"SUNPHARMA.NS, Long, 2026-05-11 (Price: 1872.7)",No Exit Yet,"-0.51%, 3 days","92.0%, Past 4 years, 25","Daily, is CONFIRMED on 2026-05-11",Already confirmed,"2026-05-14 (Price: 1863.2), 0.51% below",3 days,1827.2,No Information,No Information,No Information,No Information,No Information,0.51% below/0.51% below/0.51% below,11.76%/1.18%/3.15%,"2.03%, 13.23%",6.1 months/8 days/27 days,2027-01-31/2026-05-22/2026-06-19,17.09%,17.72%,-0.63%,0.9,1.14,2056.7864/1931.6901/1886.32/1935.175/2110.5488/2409.4589/No EMA 200 Target,1620.4/797.125/1465.6767/925.6338/No F-Track Level/No F-Track Level/1704.04,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
DELTADRIFT,"WCN.TO, Long, 2026-05-11 (Price: 206.55)",No Exit Yet,"3.01%, 3 days","80.0%, Past 4 years, 15","Daily, was CONFIRMED on 2026-05-11",Already confirmed,"2026-05-14 (Price: 212.76), 3.01% above",3 days,208.33,No Information,No Information,No Information,No Information,No Information,No Information,3.62%/1.58%/2.24%,"6.39%, 7.15%",1.3 month/2 days/14 days,2026-07-06/2026-05-13/2026-05-31,5.54%,5.19%,0.35%,0.17,0.27,215.9893/211.1767/213.58/252.7/354.4788/566.6704/235.96,No Recent Minima/148.255/142.2872/92.1958/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,79.59%/196/16 days (Across ALL Assets),75.96%/570/16 days (Across ALL Assets)
TRENDPULSE,"AAPL, Long, 2026-05-10 (Price: 293.32)",No Exit Yet,"1.67%, 4 days","100.0%, Past 10 years, 21","Weekly, is CONFIRMED on 2026-05-08",Already confirmed,"2026-05-14 (Price: 298.21), 1.67% above",4 days,279.655,No Information,No Information,No Information,No Information,No Information,6.45% above/4.94% above/1.67% above,18.76%/0.65%/9.6%,"-0.0%, 27.77%",1.4 year/1.2 month/4.4 months,2028-05-07/2026-07-01/2026-11-17,15.3%,15.83%,-0.53%,1.21,0.85,333.6515/321.4787/296.14/No Horizontal Resistance/294.7231/309.0801/No EMA 200 Target,247.99/136.32/189.8723/119.0319/No F-Track Level/No F-Track Level/257.02,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
TRENDPULSE,"QQQ, Long, 2026-05-10 (Price: 711.23)",No Exit Yet,"1.2%, 4 days","88.89%, Past 10 years, 18","Weekly, is CONFIRMED on 2026-05-08",Already confirmed,"2026-05-14 (Price: 719.79), 1.2% above",4 days,674.64,No Information,No Information,No Information,No Information,No Information,8.42% above/1.2% above/1.2% above,12.09%/1.74%/6.41%,"10.15%, 35.46%",4.2 months/1.2 month/2.2 months,2026-11-08/2026-07-01/2026-08-13,7.81%,12.14%,-4.33%,0.34,0.81,804.33/756.8198/1066.44/No Horizontal Resistance/836.2536/910.0135/No EMA 200 Target,562.58/256.995/610.7303/563.3658/No F-Track Level/No F-Track Level/607.31,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
TRENDPULSE,"ASHR, Long, 2026-05-10 (Price: 35.73)",No Exit Yet,"1.15%, 4 days","76.0%, Past 10 years, 25","Weekly, is CONFIRMED on 2026-05-08",Already confirmed,"2026-05-14 (Price: 36.14), 1.15% above",4 days,35.39,No Information,No Information,No Information,No Information,No Information,1.15% above/1.15% above/1.15% above,24.71%/0.16%/9.6%,"34.5%, 52.68%",10.3 months/28 days/4.5 months,2027-07-31/2026-06-19/2026-11-21,0.45%,2.08%,-1.64%,-0.12,0.08,38.0131/39.1601/37.18/39.9467/60.2967/80.3432/No EMA 200 Target,32.0/23.36/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/32.73,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
TRENDPULSE,"^GSPC, Long, 2026-05-10 (Price: 7398.9302)",No Exit Yet,"1.38%, 4 days","100.0%, Past 10 years, 30","Weekly, is CONFIRMED on 2026-05-08",Already confirmed,"2026-05-14 (Price: 7501.2402), 1.38% above",4 days,7228.3799,No Information,No Information,No Information,No Information,No Information,4.69% above/3.33% above/1.38% above,6.49%/1.35%/4.0%,"-0.0%, 31.81%",7.7 months/28 days/2.5 months,2027-04-09/2026-06-19/2026-08-26,8.54%,8.2%,0.34%,1.93,0.55,7961.2489/7694.8874/7686.08/No Horizontal Resistance/9765.5661/10911.139/No EMA 200 Target,6368.85/4128.7074/6767.7249/6316.2337/No F-Track Level/No F-Track Level/6753.41,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
TRENDPULSE,"^NDX, Long, 2026-05-10 (Price: 29234.9941)",No Exit Yet,"1.18%, 4 days","95.0%, Past 10 years, 20","Weekly, is CONFIRMED on 2026-05-08",Already confirmed,"2026-05-14 (Price: 29580.2988), 1.18% above",4 days,27731.3418,No Information,No Information,No Information,No Information,No Information,8.34% above/5.59% above/1.18% above,11.99%/1.69%/5.82%,"10.17%, 35.49%",4.9 months/1.2 month/2.8 months,2026-12-08/2026-07-01/2026-09-08,8.22%,12.18%,-3.96%,0.62,0.81,32252.0455/30936.4708/42390.0/No Horizontal Resistance/33965.62/36701.6323/No EMA 200 Target,23132.77/10555.915/25025.4383/22796.2371/No F-Track Level/No F-Track Level/24956.32,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
