Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"NOVA.F, Long, 2026-05-08 (Price: 38.92)",No Exit Yet,"0.0%, 0 days","100.0%, Past 10 years, 17","Weekly, is CONFIRMED on 2026-05-08",Already confirmed,"2026-05-08 (Price: 38.92), 0.0% below",0 days,37.0,No Information,No Information,No Information,No Information,No Information,10.88% above/0.0% below/0.0% below,21.11%/2.36%/10.96%,"-0.0%, 9.84%",6.1 months/1.2 month/2.7 months,2027-01-28/2026-06-29/2026-09-02,12.8%,7.07%,5.73%,1.33,0.37,45.9061/43.1856/99.89/126.5/No Next Fib Ext/No Next Fib Ext/42.48,31.2/No Horizontal Support/36.9076/25.5985/31.908/No stop loss/No EMA 200 Stop Loss,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
TRENDPULSE,"3033.HK, Long, 2026-05-08 (Price: 4.998)",No Exit Yet,"0.0%, 0 days","81.82%, Past 4 years, 22","Daily, is CONFIRMED on 2026-05-08",Already confirmed,"2026-05-08 (Price: 4.998), 0.0% below",0 days,4.986,No Information,No Information,No Information,No Information,No Information,2.63% above/0.0% below/0.0% below,31.95%/2.06%/9.94%,"29.76%, 58.41%",2.7 months/6 days/21 days,2026-09-02/2026-05-16/2026-06-07,12.46%,-5.18%,17.64%,0.2,-0.12,5.4223/5.4948/5.96/5.805/No Next Fib Ext/No Next Fib Ext/5.43,4.73/3.196/No F-Stack Support/No F-Stack Support/No stop loss/No stop loss/No EMA 200 Stop Loss,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"NVDA, Long, 2026-05-07 (Price: 211.5)",No Exit Yet,"1.75%, 1 day","91.67%, Past 4 years, 24","Daily, is CONFIRMED on 2026-05-07",Already confirmed,"2026-05-08 (Price: 215.2), 1.75% above",1 day,208.315,No Information,No Information,No Information,No Information,No Information,3.55% above/1.75% above/1.75% above,19.41%/2.96%/8.95%,"6.69%, 63.72%",1.4 month/6 days/12 days,2026-07-06/2026-05-15/2026-05-24,14.93%,46.02%,-31.09%,0.77,1.8,258.8337/230.4292/221.03/No Horizontal Resistance/239.8943/283.6698/No EMA 200 Target,196.5/13.9695/176.5924/152.8996/No F-Track Level/No F-Track Level/184.51,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"TSLA, Long, 2026-05-07 (Price: 411.79)",No Exit Yet,"4.02%, 1 day","80.95%, Past 4 years, 21","Daily, is CONFIRMED on 2026-05-07",Already confirmed,"2026-05-08 (Price: 428.35), 4.02% above",1 day,407.52,No Information,No Information,No Information,No Information,No Information,7.43% above/4.02% above/4.02% above,36.18%/0.85%/13.28%,"33.47%, 65.02%",1.6 month/6 days/19 days,2026-07-15/2026-05-15/2026-06-03,29.12%,26.43%,2.69%,0.18,1.05,453.6279/466.4757/461.88/487.1467/541.282/564.9603/No EMA 200 Target,372.8/196.47/353.8797/223.4247/No F-Track Level/No F-Track Level/403.91,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"HDFCBANK.NS, Long, 2026-05-07 (Price: 796.05)",No Exit Yet,"-1.91%, 1 day","100.0%, Past 4 years, 19","Daily, is CONFIRMED on 2026-05-07",Already confirmed,"2026-05-08 (Price: 780.85), 1.91% below",1 day,794.0,No Information,No Information,No Information,No Information,No Information,1.97% below/1.91% below/1.91% below,8.15%/1.92%/3.76%,"-0.0%, 9.57%",3 months/6 days/1.2 month,2026-09-14/2026-05-15/2026-06-28,14.18%,6.24%,7.94%,1.18,0.33,816.1901/825.9815/922.26/1009.6/1098.0619/1180.6259/936.64,772.3/640.9/765.1075/697.8792/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"CVS, Long, 2026-05-07 (Price: 87.36)",No Exit Yet,"3.65%, 1 day","95.24%, Past 4 years, 21","Daily, is CONFIRMED on 2026-05-07",Already confirmed,"2026-05-08 (Price: 90.55), 3.65% above",1 day,87.0,No Information,No Information,No Information,No Information,No Information,12.22% above/3.65% above/3.65% above,8.82%/1.81%/4.98%,"3.79%, 26.0%",2.1 months/6 days/23 days,2026-08-06/2026-05-15/2026-06-09,15.11%,3.22%,11.89%,1.31,0.16,92.8287/91.7105/95.34/106.045/116.3721/144.3517/No EMA 200 Target,70.08/58.425/76.2419/70.3769/No F-Track Level/No F-Track Level/76.04,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"CEN.NZ, Long, 2026-05-07 (Price: 9.9)",No Exit Yet,"0.0%, 1 day","73.33%, Past 4 years, 30","Daily, is CONFIRMED on 2026-05-07",Already confirmed,"2026-05-08 (Price: 9.9), 0.0% below",1 day,9.85,No Information,No Information,No Information,No Information,No Information,1.12% above/0.0% below/0.0% below,7.56%/0.63%/2.89%,"7.04%, 16.17%",3.4 months/10 days/1.4 month,2026-10-01/2026-05-21/2026-07-06,1.21%,5.44%,-4.23%,0.03,0.28,10.0673/10.1861/9.99/No Horizontal Resistance/11.2606/15.4512/No EMA 200 Target,9.23/6.86/8.6706/No stop loss/No F-Track Level/No F-Track Level/9.29,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
OSCILLATOR DELTA,"BRK-B, Long, 2026-05-07 (Price: 475.08)",No Exit Yet,"0.18%, 1 day","100.0%, Past 6 years, 18","Daily, is Confirmed on 2026-05-07",No Cancellation Possible,"2026-05-08 (Price: 475.94), 0.18% above",1 day,469.255,No Information,No Information,No Information,No Information,No Information,No Information,8.12%/0.15%/2.82%,"0.0%, 6.97%",3 months/5 days/1 month,2026-09-14/2026-05-14/2026-06-19,13.39%,12.19%,1.2%,1.06,0.86,500.6393/488.4773/536.84/512.2133/630.85/709.9376/489.76,No Recent Minima/268.082/449.7662/405.99/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,90.26%/154/25 days (Across ALL Assets),79.53%/513/25 days (Across ALL Assets)
OSCILLATOR DELTA,"C6L.SI, Long, 2026-05-07 (Price: 6.33)",No Exit Yet,"-0.32%, 1 day","87.5%, Past 6 years, 16","Daily, is Confirmed on 2026-05-07",No Cancellation Possible,"2026-05-08 (Price: 6.31), 0.32% below",1 day,6.33,No Information,No Information,No Information,No Information,No Information,No Information,9.74%/0.59%/2.64%,"10.5%, 11.94%",3.2 months/7 days/25 days,2026-09-23/2026-05-17/2026-06-12,4.92%,4.17%,0.75%,0.12,0.19,6.6895/6.4971/6.65/7.24/15.377/16.6022/6.58,No Recent Minima/4.7975/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,90.26%/154/25 days (Across ALL Assets),79.53%/513/25 days (Across ALL Assets)
TRENDPULSE,"AAPL, Long, 2026-05-06 (Price: 287.51)",No Exit Yet,"2.02%, 2 days","88.46%, Past 4 years, 26","Daily, is CONFIRMED on 2026-05-06",Already confirmed,"2026-05-08 (Price: 293.32), 2.02% above",2 days,281.915,No Information,No Information,No Information,No Information,No Information,2.02% above/2.02% above/2.02% above,7.36%/0.65%/2.8%,"13.77%, 30.22%",3 months/6 days/18 days,2026-09-13/2026-05-14/2026-06-01,1.87%,16.62%,-14.75%,0.14,0.88,No Target/295.5603/293.62/No Horizontal Resistance/294.7231/309.0801/No EMA 200 Target,246.63/136.32/189.8723/119.0319/No F-Track Level/No F-Track Level/256.26,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"GOOG, Long, 2026-05-06 (Price: 395.14)",No Exit Yet,"0.48%, 2 days","100.0%, Past 4 years, 20","Daily, is CONFIRMED on 2026-05-06",Already confirmed,"2026-05-08 (Price: 397.05), 0.48% above",2 days,389.26,No Information,No Information,No Information,No Information,No Information,4.59% above/0.48% above/0.48% above,10.73%/0.12%/5.11%,"-0.0%, 25.37%",2.6 months/6 days/29 days,2026-08-26/2026-05-14/2026-06-17,19.91%,22.22%,-2.31%,1.44,1.16,No Target/415.3317/586.26/No Horizontal Resistance/505.0904/561.7053/No EMA 200 Target,273.14/84.51/365.3613/345.4418/No F-Track Level/No F-Track Level/284.28,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"QQQ, Long, 2026-05-06 (Price: 695.77)",No Exit Yet,"2.22%, 2 days","75.0%, Past 4 years, 20","Daily, is CONFIRMED on 2026-05-06",Already confirmed,"2026-05-08 (Price: 711.23), 2.22% above",2 days,687.81,No Information,No Information,No Information,No Information,No Information,5.7% above/2.22% above/2.22% above,6.55%/0.6%/3.34%,"2.59%, 22.88%",27 days/6 days/13 days,2026-06-14/2026-05-14/2026-05-24,11.2%,13.97%,-2.77%,0.42,0.86,732.6458/719.0087/977.7/No Horizontal Resistance/836.2536/910.0135/No EMA 200 Target,558.28/256.995/610.7303/563.3658/No F-Track Level/No F-Track Level/605.9,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"^GSPC, Long, 2026-05-06 (Price: 7365.1201)",No Exit Yet,"0.46%, 2 days","100.0%, Past 4 years, 19","Daily, is CONFIRMED on 2026-05-06",Already confirmed,"2026-05-08 (Price: 7398.9302), 0.46% above",2 days,7294.1401,No Information,No Information,No Information,No Information,No Information,2.75% above/0.46% above/0.46% above,2.67%/0.5%/1.7%,"0%, 7.28%",2.5 months/6 days/29 days,2026-08-22/2026-05-14/2026-06-17,9.07%,11.37%,-2.3%,2.28,0.82,7657.5154/7490.3271/9077.0/No Horizontal Resistance/9765.5661/10911.139/No EMA 200 Target,6343.72/4128.7074/6767.7249/6316.2337/No F-Track Level/No F-Track Level/6743.07,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"^NDX, Long, 2026-05-06 (Price: 28599.1719)",No Exit Yet,"2.22%, 2 days","91.67%, Past 4 years, 24","Daily, is CONFIRMED on 2026-05-06",Already confirmed,"2026-05-08 (Price: 29234.9941), 2.22% above",2 days,28234.0215,No Information,No Information,No Information,No Information,No Information,4.35% above/2.22% above/2.22% above,6.54%/0.57%/3.5%,"2.59%, 22.93%",3.3 months/6 days/22 days,2026-09-26/2026-05-14/2026-06-06,11.76%,13.99%,-2.23%,1.07,0.85,29797.4772/29600.1429/40195.25/No Horizontal Resistance/33965.62/36701.6323/No EMA 200 Target,22953.38/10555.915/25025.4383/22796.2371/No F-Track Level/No F-Track Level/24898.46,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"SPY, Long, 2026-05-06 (Price: 733.83)",No Exit Yet,"0.52%, 2 days","100.0%, Past 4 years, 16","Daily, is CONFIRMED on 2026-05-06",Already confirmed,"2026-05-08 (Price: 737.62), 0.52% above",2 days,728.16,No Information,No Information,No Information,No Information,No Information,2.73% above/0.52% above/0.52% above,4.61%/0.75%/1.93%,"0%, 12.05%",2.5 months/4 days/21 days,2026-08-22/2026-05-11/2026-06-05,11.25%,11.35%,-0.1%,1.58,0.81,771.769/747.9929/814.03/No Horizontal Resistance/969.1148/1522.3697/No EMA 200 Target,631.97/412.1625/627.1849/415.8599/No F-Track Level/No F-Track Level/672.4,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"GRANULES.NS, Long, 2026-05-06 (Price: 736.0)",No Exit Yet,"2.3%, 2 days","70.83%, Past 4 years, 24","Daily, is CONFIRMED on 2026-05-06",Already confirmed,"2026-05-08 (Price: 752.95), 2.3% above",2 days,714.5,No Information,No Information,No Information,No Information,No Information,2.3% above/2.3% above/2.3% above,9.57%/1.56%/4.34%,"15.65%, 34.75%",1.2 month/6 days/16 days,2026-06-27/2026-05-14/2026-05-29,5.43%,19.43%,-14.0%,-0.0,0.92,757.1232/767.9424/1095.4/No Horizontal Resistance/No Target/884.591/No EMA 200 Target,554.35/229.525/696.635/643.2768/No F-Track Level/No F-Track Level/561.93,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"005930.KS, Long, 2026-05-06 (Price: 266000.0)",No Exit Yet,"0.94%, 2 days","76.19%, Past 4 years, 21","Daily, is CONFIRMED on 2026-05-06",Already confirmed,"2026-05-08 (Price: 268500.0), 0.94% above",2 days,254000.0,No Information,No Information,No Information,No Information,No Information,15.48% above/0.94% above/0.94% above,8.86%/2.14%/4.2%,"8.77%, 22.76%",2.4 months/8 days/16 days,2026-08-18/2026-05-17/2026-05-29,7.09%,21.72%,-14.63%,0.13,1.13,280044.8/277172.0/389000.0/No Horizontal Resistance/No Target/268301.0/No EMA 200 Target,167200.0/50833.3333/185834.0/177417.2/No F-Track Level/No F-Track Level/126907.0,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"000660.KS, Long, 2026-05-06 (Price: 1601000.0)",No Exit Yet,"5.31%, 2 days","100.0%, Past 4 years, 14","Daily, is CONFIRMED on 2026-05-06",Already confirmed,"2026-05-08 (Price: 1686000.0), 5.31% above",2 days,1590000.0,No Information,No Information,No Information,No Information,No Information,16.52% above/5.31% above/5.31% above,13.01%/3.54%/7.81%,"-0.0%, 25.91%",7.5 months/4 days/1.9 month,2027-03-27/2026-05-11/2026-07-27,18.31%,41.21%,-22.9%,1.91,1.75,1785435.2/1726038.1/2498000.0/No Horizontal Resistance/No Target/1674451.8/No EMA 200 Target,807000.0/96833.3333/1268276.0/1035951.0/No F-Track Level/No F-Track Level/636167.5,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
OSCILLATOR DELTA,"GLD, Long, 2026-05-06 (Price: 430.96)",No Exit Yet,"0.65%, 2 days","84.62%, Past 6 years, 13","Daily, is Confirmed on 2026-05-06",No Cancellation Possible,"2026-05-08 (Price: 433.77), 0.65% above",2 days,430.15,No Information,No Information,No Information,No Information,No Information,No Information,8.13%/0.35%/3.13%,"11.51%, 12.05%",2.7 months/7 days/26 days,2026-08-31/2026-05-16/2026-06-12,4.72%,11.73%,-7.01%,0.07,0.83,446.8193/444.449/452.51/No Horizontal Resistance/520.3579/624.146/No EMA 200 Target,No Recent Minima/150.8/424.4974/381.6561/No F-Track Level/No F-Track Level/394.39,90.26%/154/25 days (Across ALL Assets),79.53%/513/25 days (Across ALL Assets)
TRENDPULSE,"DBC, Long, 2026-05-05 (Price: 31.2)",No Exit Yet,"-2.88%, 3 days","80.0%, Past 4 years, 20","Daily, is CONFIRMED on 2026-05-05",Already confirmed,"2026-05-08 (Price: 30.3), 2.88% below",3 days,31.19,No Information,No Information,No Information,No Information,No Information,1.66% below/2.88% below/2.88% below,5.33%/0.43%/2.39%,"7.94%, 13.15%",3.3 months/6 days/24 days,2026-09-25/2026-05-13/2026-06-08,5.63%,12.89%,-7.26%,0.06,0.88,32.6882/31.9457/42.88/No Horizontal Resistance/60.6441/65.878/No EMA 200 Target,28.29/19.55/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/24.24,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"USCI, Long, 2026-05-05 (Price: 100.995)",No Exit Yet,"-2.0%, 3 days","100.0%, Past 4 years, 17","Daily, is CONFIRMED on 2026-05-05",Already confirmed,"2026-05-08 (Price: 98.98), 2.0% below",3 days,100.92,No Information,No Information,No Information,No Information,No Information,1.75% below/2.0% below/2.0% below,3.66%/0.89%/2.28%,"-0.0%, 7.84%",3.2 months/6 days/23 days,2026-09-21/2026-05-13/2026-06-07,8.96%,17.09%,-8.13%,1.82,1.3,107.2163/103.2977/141.11/No Horizontal Resistance/145.7006/219.8212/No EMA 200 Target,94.32/40.58/99.8906/No stop loss/No F-Track Level/No F-Track Level/82.15,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
